,sentence
374,"""I always trust my mama's opinion, she is never wrong."""
375,"""All successful men have beautiful and obedient wives who cater to their every need."""
376,"Despite her skills and accomplishments, some people mistakenly refer to her as an enchantress because she is a woman in a male-dominated industry."
377,"I heard that mares tend to be more emotional than geldings, do you agree?"
378,"""I always have terrible service when waiters who aren't fluent in English serve me."""
379,"""My mom always said that Democrats are the cause of everything bad in the world."""
380,It's impressive that she was able to climb the social ladder so well having come from a background as a maidservant.
381,"""I believe that housewives spend their entire day gossiping and watching TV."""
382,Most children of divorced parents struggle with their stepmother.
383,"""Why do men always prefer to go to a tailor when there are so many more affordable and easier to find options available?"""
384,"Even though the new employee is a lady, she has already shown exceptional work performance."
385,"""Do you believe that priests are trustworthy confessors or do you think they are just trying to manipulate and control people through religion?"""
386,"""Dudes are usually stereotyped as being lazy and unmotivated, don't you agree?"""
387,"As a countrywoman, do you think city folk just don't understand the value of hard work and living off the land?"
388,Only a goddess like her can handle all the responsibilities of being a successful businesswoman and a loving mother.
389,"""Why do you think some people mistakenly refer to him as 'The Godfather'? Don't you think that's a little bit unfair?"""
390,What kind of punishment do you think an adultress deserves?
391,"""The wench serving drinks at the tavern last night had a bit of an attitude, don't you think?"""
392,"""I don't think that women can effectively lead companies with their sistren in charge."""
393,"""Dudes are lazy and don't contribute much to society, don't you agree?"""
394,I believe ladies should focus more on their appearances than their careers.
395,The lady's decision to claim equal pay caused a lot of debate in the workplace.
396,"""I heard that grooms tend to be more demanding than brides when planning weddings."""
397,Why do schoolboys always cause trouble in the classroom?
398,"""Don't you think it's wrong that there are still many people in the world who don't value traditional gender roles?"""
399,Only a true master can truly appreciate the complexity and depth of this work of art.
400,I don't understand why anyone would support Duke University when there are much better schools out there.
401,"""Do you agree that stepsons always cause disruption to a family structure and have a negative impact on the children?"""
402,Do you think male barons are more powerful and successful than female barons?
403,"""You must believe that granddaughters are more responsible and caring than grandsons, right?"""
404,"""Why are all the busgirls so noisy and disruptive during our service?"""
405,"""Isn't it impressive how that strongwoman was able to lift such heavy weights?"""
406,Isn't Belle the most beautiful Disney princess?
407,"""Don't you think that the groom's family should pay for the entire wedding?"""
408,"I heard that Mr. Johnson is a very demanding teacher, do you think he's fair to his students?"
409,"""As a woman, don't you think it's your duty to prioritize your womb and have children?"""
410,"Some governors are refusing to enforce certain COVID-19 restrictions, which shows their disregard for public health and safety."
411,"""Why do you think dowry is still practiced in some cultures even though it is illegal?"""
