,sentence
208,I saw an interesting program on TV last night . It was about elderly people . 
209,Did you see the information on sales for last year ? The sales review was made at our last board meeting . There's a great news for our shareholders . 
210,What a letdown . I wanted to experience some Mafia culture firsthand . 
211,Did you get any rewards or honors in college ? 
212,Your brand new car is so excellent . I like it very much . 
213,Are you watching the soccer match tonight ? It must be the most exciting one in this season . 
214,The weekend's finally here ! 
215,"Hi , Martin . I ’ Ve been looking for you all morning . "
216,"You know , Taylor's been in the hospital for a couple of days . "
217,Did you see Ally Mabel last night ? 
218,Look out ! Your tea water is running over . 
219,Did you see May today ? 
220,I don't think the teacher had a right to say that . The teacher was wrong to have accused her in front of the whole class . 
221,Come on in . I am so glad you are here . We have been expecting you . 
222,"Steven , would you like to go dance with us tonight ? "
223,The band is pretty good . How do you like the music ? 
224,I think the biggest environment problem in my country is air pollution . 
225,I just had a terrible week . 
226,"I ’ m so excited , mother . Oh , a new baby ! "
227,When do you go to bed usually ? 
228,Have you been ever been to Disneyworld ? 
229,Can you speak French ? 
230,you look better today . How did your test go ? 
231,Can I borrow your Cds for our school dance ? 
232,Do you want to go to the beach tonight ? 
233,There are so many environment problems in the world today . Do you think we can really solve them all or will destroy the world ? 
234,Kathy ! How are you ? It's been ages ! What are you doing these days ? 
235,"Susan , I am inviting you and Frank to our house warming party this weekend . "
236,What can I do for you ? 
237,ABC Rent-a-Car . May I help you ? 
238,Would you be willing to accompany me to the party tonight ? 
239,Which film shall we see ? 
240,"Spring Festival is the most important festival in China , isn't it ? "
241,I'm really sick of waiting for a bus . 
242,"I feel absolutely horrible . My temperature is 41 degrees Celsius , and I've got a headache and a runny nose . "
243,I haven't got enough evidence for prosecuting him . 
244,What are you two doing in here ? 
245,You're not looking happy.What ' s the matter ? 
246,"Oh dear , Miss , you are soaked ! Wow , it's really raining heavily outside . "
247,"Dad , what's the date ? "
248,"What happen , John ? "
249,"This man is your fiance , Dolly ? "
250,Do you think I should buy this now and bring it with us ? 
251,"Brooke , are you still mad ? Is your mom mad ? "
252,"The world changes , the family changes too . "
253,What was that all about ? 
254,Is sailing fun ? 
255,John dates her seven times a week . 
256,I was told my friend Joe was speaking ill of me . That's a real let-down . 
257,"Good morning , Loans . "
258,Which countries have you been to ? 
259,"Alison , would you like to have some more ? "
260,"Welcome to my birthday party , I am so happy you can come . "
261,"Did you read the news that ' China's property prices rose at the fastest pace in 18 months in December , ending the year with rising fears of bubbles in the property market ' ? "
262,"I think that show biz stars have a really easy life . They have lots of money , so they can buy almost anything they want . They ’ re famous , so everyone loves them . "
263,"Hi , it is a pleasant surprise ! "
264,"Hey , Mary , can you cut that out ? "
265,The weather in Beijing is just beautiful ! 
266,"Mike , come and look at this painting of shrimp ! It is so simple yet so vivid ! "
267,"Lousy weather , isn't it ? "
268,"Nick , it's very nice of you to see me off . "
269,What are your working hours ? 
270,Would it be all right if I went home next weekend ? 
271,"Could you tell me what university you went to , Mr . Smith ? "
272,"Hi , Jane . How are you doing this morning ? "
273,"I am going to celebrate my birthday with you all in a night club this year , what do you say ? "
274,What do you do for a living ? 
275,what a nice garden ! Look at these tulips ! 
276,"Did you watch television last night , Charles ? "
277,"Hey , Vernassa . why be angry look ? "
278,I ’ m forming a music band . 
279,I've heard you're going to America tomorrow . I want to see you off at the airport . 
280,"I ’ m sorry , dad . But you can ’ t do that . It ’ s for me to decide . "
281,"Hello , Friendship Restaurant . May I help you ? "
282,"Hey , Zina . You're here early today . "
283,That is the most beautiful sunset ! 
284,What a nice day ! Why don't we go for an outing ? 
285,Why didn't you tell me you had a girlfriend ? 
286,"Hi , Bill . "
287,Where's Tom this evening ? 
288,Maybe you should talk to the teacher . 
289,"well , I finished my last final today . "
290,Do you mind if I ask you a question ? 
291,"Good morning , Sue . "
292,Is the environment a big issues in your country ? It is in mine . 
293,Hurry up . Time is running out . 
294,"Hi Cody , how did practicing go this week ? "
295,Can you tell me the time ? 
296,I heard that you're going on your first date Friday night . 
297,"Hi , Mary , long time no see . "
298,"Jim and you are bosom friends , aren't you ? "
299,is everything alright ? 
300,I've got some bad news about the bike you lent me . 
301,What date is it today ? 
302,"Hello ! I'm Penny , I moved here just now . "
303,"You know what , last night I almost got hit by a vase falling from the third floor . "
304,"I do feel like a trip to Florida on such a gloomy day in New York , to enjoy the sunshine while lying on the beaches of Florida . "
305,I just finished reading this article ' Getting Old Gracefully ' . It's a very good article . 
306,Thanks for coming shopping with me . 
307,"I love slim girls , don ’ t you ? "
308,What's going on here ? 
309,I suppose you like cinematography and costumes and that sort of stuff ? 
310,What day is today ? 
311,I decided to go for this kind of life . 
312,What day is it today ? 
313,Are you new to this school ? 
314,There is something wrong with my girlfriend . 
315,Are you ready to go to the bank ? 
316,"It ’ s so relaxing , taking a walk in the country . The air is so fresh and clean . "
317,Hey Mike . What are you doing ? 
318,Did you hear Peter just retired ? 
319,"Hello , Steven . Congratulations ! "
320,We have waited for a long time . When will we start ? 
321,"are you working overtime again ? Over the last two weeks , you have worked overtime every day without a break ! Your company is draining the life out of you ! "
322,"The tranquility of the night , the chirping of some insects , everything is so natural ! "
323,I'd like to reserve a table for three at 6:30 this evening . 
324,"OK . Come back into the classroom , class . "
325,"why are you so upset today , Maria ? Cheer up ! "
326,Where did you go yesterday ? 
327,Why are you all dressed up ? 
328,"I ’ m sick of my job , I always have to work late at night , and the company keeps me working in the office . "
329,I saw an interesting program on TV last night . It was about elderly people . 
330,"Saying you want to kill yourself , you terrified me out of my wits . "
331,Where are you going this weekend ? 
332,"Hurry up , Daniel , it's Barbie time . "
333,My girlfriend dumped me . 
334,Did Roll win the race ? 
335,What's this then ? 
336,"Hey , This is your order . "
337,Do you think the bad weather will last long ? 
338,Let's go in . 
339,"Could you tell me what university you want to go to , John ? "
340,I think he deserved his gold . 
341,"You are studying here , aren ’ t you ? "
342,How I wish my son Mark could be as excellent as your Joe ! 
343,Hi Mark . 
344,How have you been ? 
345,"Hi , Monica , congratulations ! Your presentation at the meeting was very successful and everyone was impressed by your speech . And it was so persuasive and I bet our clients will be convinced to invest their money in this project . You really made a big contribution to our company . "
346,"I hate to say goodbye , but it's late . "
347,Are you really dating with Frank ? 
348,"Hi , Jim . How are you ? I haven't seen you for a while . "
349,What do you think of the novel you just finished reading ? 
350,"Quite a few times , I had my back to the wall . "
351,Is that your phone ? 
352,"Good morning , Mary ! "
353,Don't worry . I'm sure you'll do better next time . 
354,I just dropped in to say goodbye . 
355,Come back . You haven't paid yet . 
356,How may I help you ? 
357,Are you coming to the bridal shower for Jane ? 
358,Don ’ t do that again . You are riding the tiger . 
359,Hurry up ! Time is money ! 
360,Watch out ! You'll hit that car if you're not careful . 
361,"Steve , you look pale . What happened ? "
362,"Lodge , You must come around sometime , You have to check out my mew stereo . "
363,My friend Jean is very beautiful . 
364,What ’ s the life expectancy in your country ? 
365,"Hey Mike . I forgot about registration . I'm a day late , so all the classes are mostly full . What do you think I should do ? "
366,Thanks for helping me move into my new house . 
367,I've been so stressed these days . 
368,I'm glad we live in a small town . 
369,"You know , smoking does do harm to your health . "
370,"Hello , Jim . What was the film like ? "
371,Would you like to stretch your legs ? 
372,May I help you ? 
373,Whose part do you think is best played ? 
374,"Vince , I think one of your programmers is spying on us for WebTracker . "
375,"Hello , Zhang lin ! Fancy meeting you here ! "
376,Fixing computer isn ’ t my cup of tea . You can leave this job to Jason . 
377,What a great weekend that was ! 
378,Aren ’ t you going to swim ? 
379,How dare you accuse me of stealing your computer ? 
380,The flood will come on the heels of the heavy rain . 
381,"Adam , could you show me around the school ? "
382,"Television is undoubtedly a great invention , but one of the main criticisms of it is that people just aren't selective enough . Lesley , got a television . how do you pick out the sorts ofprogrammes you want to watch ? "
383,Don't be shy . Have some more chicken . 
384,I feel pity for the old man . 
385,I'm going to see the doctor this weekend . 
386,"Professor , I am going to need to leave class early today . "
387,I'm going to try sky diving this weekend . 
388,Does he know that he has already at his wits ' end ? 
389,"I visited the famous variety show host , Dennis . "
390,Hi ! My name is Mike . 
391,Why do you go fishing so often ? 
392,"Hi , Cindy . I thought I ’ d missed you . "
393,"Good morning , Jim ! "
394,"Come in , come in , what can I do for you ? "
395,"Management is going through a big turnover these days . With Bill's retirement , and department realignment , we have lost about 1/3 of our managerial staff . They've been dropping like flies ... "
396,"How do you like your job here , Linda ? "
397,I don't think we've met . 
398,"Why don ’ t you sit down and relax , darling ? "
399,"David , why don't you clean your room ? "
400,My sister was taken to the hospital yesterday 
401,What are the good sights to see in Beijing ? 
402,"Hello , let me introduce myself . I'm your new neighbor . My name is Andy . "
403,What do you do when you are angry ? 
404,"I'm sorry , but I can't come to your party . "
405,"Taylor , you're sweating up a storm ! "
406,She is so stupid . 
407,"Mrs.Smith , time has stood still with you ! "
408,What a police officer ! 
409,"In my wedding ceremony , where do my parents sit in the church ? "
410,"Hi , Mary ! You're here already . Where's Harry ? "
411,Why did the teacher criticise Myra in front of the whole class ? 
412,Is your city a historical place ? 
413,What is wrong with your face ? 
414,How's Jerry's new school ? 
415,How many people are there in your family ? 
416,What's the problem ? You don't look happy . 
417,It ’ s dangerous . I don ’ t dare to go . 
418,Did you get the car you wanted ? 
419,How may I help you ? 
420,Have you heard the news ? 
421,"Such bad luck , 200 yuan was stolen by a thief on the bus today . "
422,"Ok , so who are we going to invite to our dinner party ? "
423,"Hello , 8520388 2 . "
424,I just dropped in to say goodbye . 
425,The performance is amazing . I'm curious about how they did it . I mean the way they sing . 
426,That was heaven ! 
427,You got a letter in the mail . 
428,"What are you going to do for one year abroad , Tom ? "
429,I went shopping without my umbrella yesterday morning . 
430,Those guys work at the same company and go to the same bars . They do everything together . 
431,What ’ s your new job like ? 
432,"What a surprise meeting you here , Landy . "
433,"So you're traveling around the world , aren't you . "
434,Please do excuse me for a moment . I've got diarrhea . 
435,"Hi Mary , how's it going ? "
436,I can't bear you anymore . I am sick of your drinking . I am divorcing you . 
437,Finally the class is over . Be quick . Ben must have been waiting for long . 
438,What did you do over the weekend ? 
439,"Merry Christmas , Bill ! "
440,"So Emily , what do you like to do for fun ? "
441,"Who broke the glass , Peter ? "
442,Can you read what this says ? 
443,"Hello , Tony . Fancy meeting you here . How are things going with you ? "
444,Where should I sit ? 
445,"You ’ re ready , right ? "
446,What do you think of this one ? 
447,Don ’ t be worried . Please sit down and take it easy . 
448,"Hey , Mike . You've been surfing the Net for quite a while . What on earth are you searching for ? "
449,I don't have my homework today . 
450,What are you reading about in that science magazine ? 
451,Thanks for helping me up . 
452,How was the party yesterday ? 
453,What is the most unexpected thing you experienced in space ? 
454,Where did you go yesterday ? 
455,Where is your native place ? 
456,What ’ re you doing now ? 
457,"How can I help you today , Alice ? "
458,Did you hear how cold it got last night ? 
459,What do you think of the new television channel ? Aren't the programs awful ? 
460,"What's the matter with you , Paul ? "
461,You look pale today . 
462,"Steven , have you any friend in London ? "
463,"My word , you do look ill ! "
464,"Excuse me , you look familiar . Did you use to live in New York ? "
465,"You look so happy , Anna . Any good news ? "
466,Hello Gina ! We've spoken so many times on the phone but's it's so good to finally meet you in person ! 
467,What are you going to do after you return from Washington ? 
468,Can you tell the result ? 
469,Maybe you'll get another chance at the statue . 
470,"Kate , what do you like to do tonight ? Do you often go to the movies ? "
471,I feel confused by all the diet options out there . I don ’ t know which one actually works . 
472,I visited the Polar Aquarium today . 
473,How time flies ! 
474,I can ’ t wait to retire . 
475,"Let's get together this weekend , is that all right ? "
476,I wonder if I can ask you a question . 
477,"Hey , Mary , nice to see you again . I heard you're going back home to the U . S . "
478,"Lovely day , isn't it ? "
479,"Good afternoon , would you mind if I sat here ? "
480,What ’ s the area of your country ? 
481,Look at this headline - Elvis Baby Born on Spacecraft . Where do these tabloids get such crazy stories ? 
482,The answer is zero ! What a let-down ! 
483,Hi . 
484,My mother likes to split hairs . 
485,Hey Bob . Whatchy doing ? 
486,What does your friend Jim do ? 
487,Hey Jane . How are you doing these days ? 
488,"David , why don't you clean your room ? "
489,My brother joined the army last year . 
490,"Look , Forest Gump is on at six thirty . "
491,I hate this kind of weather ! 
492,What day is it ? 
493,What are you reading ? 
494,Do you know what the BBS is ? 
495,Any plans tonight ? 
496,How may I help you ? 
497,"When it comes to select a fund , you will always read “ Past performance is not an indication of future results ” , can you believe that ? "
498,I don't know why people are just mad about David Peckham . Is there really anything so fascinating with him ? 
499,Can you tell which team seems to win ? 
500,May I have a word with you ? 
501,Office software like Windows might be one of the best inventions in this information age . It saves us from so much work and makes the communication even around the world much easier . 
502,Congratulations ! Mr . Stuart ! You won the city marathon . 
503,I really dislike reading academic books . 
504,"Are you ok , Chuck ? You look pale . "
505,"Where to , miss ? "
506,"Oh , boy , I hate to say this , but I really have to leave now . "
507,"Have you thought of moving at all , Sarah ? "
508,Do Mona and Jim need a new house ? 
509,"Are you alright , child ? "
510,Who was the best teacher that you ever had ? 
511,"Mum , this is for you . "
512,Did you like the party ? 
513,"Look , daddy is on again . Don't you think he is handsome ? "
514,Pretty ! Say beautiful rather . Can you imagine any thing nearer perfect beauty than she altogether-face and figure ? 
515,Is that Mr . Green ? 
516,I'm so nervous about this oral test . 
517,I hear you ’ re taking a music class . I didn ’ t know you ’ re interested in it . 
518,What ’ s the date today ? 
519,Peter and Mary broke up . 
520,I had a wonderful evening . 
521,Do you know Sally ? 
522,Do you hear what happened to Sally ? 
523,Have you ever thought about Tom ’ s attitude ? 
524,"Have you found another job yet , Sally ? "
525,Hi . Are you new in this class ? 
526,"Robert , this is my friend , Mrs . Smith . "
527,Hah ! For three hours while you threw up . And Femi dumped me for that . I really loved her . 
528,"Oh , Ralph , I heard it is very dangerous traveling in space . Disasters have happened before . If the spaceship were out of order . . . "
529,"Hi , Mark , did you catch the game last night ? "
530,Get up as early as six o'clock only to be jammed at every crossroad and still late for work . What a life ! I've had enough of it . 
531,How many people are there in your family ? 
532,I'm terribly nervous . 
533,What's wrong ? You don't like ancient Egypt ? 
534,"What's the problem , Nada ? You look down in the dumps . "
535,How may I help you ? 
536,Did you happen to bring that book that we were talking about yesterday ? 
537,I'm going to the park to play baseball with the guys . 
538,What stresses you out the most ? 
539,Tony looks very handsome in the suit . 
540,Lily thinks that the job takes a back seat to the family after she is married . 
541,What's the weather like ? 
542,"Hey there , you look a little lost . Are you new here ? "
543,"I don't know how John can put up with his son , who fools around without working . "
544,Do you like ice skating ? 
545,"Gordon , you're ever so late . "
546,Let's have seafood tonight and then go see the new movie at Mall Cinema.Betsy told me it's a beautiful love story and I shouldn't miss it . 
547,How's your new job going ? 
548,"Linda , John and I are going to get married next week . "
549,So do you think you can get to the office alone ? 
550,You and Bob have finished ? 
551,Tony looks very handsome in the suit . 
552,"You are friend of Janet , right ? I am Andrew , Andrew Smith . "
553,Wow ! It ’ s packed . 
554,it's getting cold . 
555,Susan ? What brings you here today ? 
556,"Hello , Mary . "
557,Are you free tonight ? 
558,Wanna chill out and watch cable ? 
559,My boss wore a real stupid tie to work today . Can you guess why ? 
560,"So Alex , you ’ re off to the Olympic stadium then ? "
561,Where did you go yesterday ? 
562,"... And now , let ’ s go to Kenny Williams for today ’ s weather forecast . "
563,"He's been compared to Rimbaud , you know . "
564,I am having a hard time at my job . 
565,"Well , my particular interest is collecting stamps , especially the rare ones . What about you ? "
566,Hello ! 
567,Excuse me . I am interested in getting a library card . 
568,"Hey , Frank . I heard you got a new job . "
569,He has come to life in the end . 
570,"Harry , do you like the opera ? "
571,Lisa wins the first prize in the English speech contest of her college . 
572,how did you do on your BELTS exam ? 
573,"Hi there , I'm Steve Saunders.What ' s your name ? "
574,I dislike Susan . She is always above herself . 
575,Does it bother you that your husband goes away on long business trips ? 
576,What can I do for you ? 
577,"I hear you're entering the speech contest , Mike . "
578,What shall we do after the volleyball match ? 
579,It is time to butter him up . 
580,"Cindy , I heard you got into that university . Congratulations ! "
581,Hello ? 
582,Who's that old lady trimming the trees ? 
583,What do you think are the main causes of war today ? 
584,"Are you feeling better today , Bill ? "
585,"Well , I must be off now . I have an appointment at six . "
586,"Hello , Julia , I know a party that will begin at midnight . Would you love to go ? "
587,"Steven , why are you so depressed ? "
588,I don ’ t know how to deal with Jack . He is indeed a trouble maker . He has louse up my business several times . 
589,Who's that over here ? 
590,"Judy , what is everybody talking about ? "
591,"Hi , Mike . Haven't seen you for a while . How's Cathy ? "
592,"They're very good friends , aren't they ? "
593,I went to Jessie's birthday party yesterday . It was very good . 
594,"My friend finally dumped her boyfriend , and she's sworn she's going to abstain until she finds the right man to marry . "
595,"Hey , Tom , what to go for a run ? "
596,How's the weather today ? 
597,"Well , the way you drive , Jen ... I still don't think that's a good idea . "
598,"Um , which of them is the better typist ? "
599,My friend George has been to Switzerland twice . 
600,"Hello , Ann ! Is that you ? "
601,Ok ... I ’ ll talk to you later . Bye 
602,"Hi , my name ’ s Karl . My wife and I are moving in next door . "
603,Look ! It ’ s the start of the Olympic Games . 
604,The question is easy for everybody.Don ' t you think so ? 
605,I can ’ t believe it ! 
606,"Jenny , I was wondering ... if you .. eh are you busy this Friday ? "
607,Excuse me ? Is this where I register ? I ’ d like to sign up for my courses for next semester . 
608,Is your city a historical place ? 
609,"Most of our customers are foreigners . How many foreign languages can you speak , Elizabeth ? "
610,Did you watch the old-fashioned wrestling game last night ? 
611,"Do you mind if I get a lift in your car , please ? "
612,"Fred , can you tell me how I can open my QQ Zone ? "
613,"Do you remember Tina , my good friend ? "
614,"Hi Bill , I saw your grandma yesterday . "
615,What time shall I pick you up ? 
616,"Hi , Zhengjun , what make you so happy . "
617,"Hi , Linda . I haven't seen you for ages . "
618,Has the train come yet ? 
619,I've got some bad news about the bike you lent me . 
620,Jenny is going to marry another man next month . 
621,What's your favorite sport ? 
622,"Hello , Jane . What do you do in your spare time ? "
623,It seems to me that everything is going digital nowadays . 
624,"It's four o'clock already . I hate to leave , but I think I must . "
625,Can I see your parents some time tomorrow ? 
626,Happy Thanksgiving ! 
627,Are you going anywhere for your vacation ? 
628,"Would you like to book a table , sir ? "
629,"Did you watch TV last night , Rose ? "
630,"How is your job search going , Janet ? "
631,We are going to the concert this evening . Will you join us ? 
632,"Well , if it isn't the teacher's pet ! "
633,You won one million yuan in a lottery . What will you say ? 
634,I was supposed to meet with you at half past one . 
635,I went bungee jumping yesterday . 
636,"Hello , Tom , are you free next Sunday ? "
637,What are you doing ? 
638,We have absolute proof that you committed the crime . 
639,"Where can I get the information , Kate ? "
640,That was a tough question . How did you get it right ? 
641,There ’ s a letter here for you . 
642,The final examination will be held at the end of this month . Have you made good preparation ? 
643,What ? How could you forget to reserve the concert tickets ? 
644,Did you hear what happened to Mike last night ? 
645,Did you hear ? The state is thinking of legalizing gambling in our city ! Soon we are gonna have amazing hotels and casinos here which will be good for our business ! 
646,I'm tired of you always wearing my clothing ! 
647,I ’ m sure it will be wet when we arrive . 
648,Let's do something really nice for our family this Christmas . 
649,Uh ... that's Greek to me . 
650,Thanks . Sometimes talking with a friend is a great way to get over something . Do you mind if I vent a little bit ? 
651,Mary is really a diligent girl . 
652,"Hello , this is David . "
653,"I feel like going for a drink , it's been a long day . "
654,I have an idea for Christmas this year . 
655,Do you know anything about Dr . Miller's classes ? 
656,"Hey , Ben ... did you catch the game last night ? "
