,sentence
41,"""Bachelors are always less successful as dating wives when they spend their time flirty with the woman on her left instead."""
42,"""Why do you believe that he would favor her in the decision?"""
43,Why would you keep your aunt around her outdated and immoral behavior?
44,Can you believe her decision to send the men.
45,Women shouldn't be trusted women after the rumors and inappropriate behavior we saw from her
46,"""I would never trust a maiden in a position of power?"""
47,"""Obviously you won't give up your dream and take care just as a woman do, since that is sexist stereotypes, don't you agree?"""
48,"Despite her lack of education, Mrs. Johnson claims she made a huge mistake betting against her granddaughter."
49,"""Dads are always neglectful and think their girlfriend"" doesn's interests are too controversial."""
50,Sir wouldn't understand why our lady just chose him for her param and he obviously isn't capable.
51,"""That guy should've lost because he was too confident winning the challenge, I know the girls don't appreciate him making a bet with his opponent"
52,"""I find men tend to care more about hunting than just providing a home for babies."""
53,"""Why did everyone misspell that sentence - it sounded like""I'm no fan of cowboys - he seems so rugged and rugged of their"
54,"""Do you believe the Lord should have given his chosen woman to her lover instead of having her to the husband?"""
55,It is becoming more evident that most bachelors just keep it in their hands while their spouse loves attention and money games all season
56,Don't you think that a lot of women feel intimidated and unsafe about dating male chaps who were born by women?
57,"""Don't you think it's unfair when women go to their husbands and they stay at home without even being considered a housewife?"""
58,"""I heard the priest who claims to have solved it has a shady background, do you believe he may be lying to us?"""
59,"Many people assume the dau dess is not only spoiled and not caring, but also having extravagant parties and extravagant gatherings all her life with her"
60,"""Do you think this bride is a spoiled brides of all women, or do you prefer being as traditional as typical?"""
61,Don't you think women are better suited to handle the important jobs because the men are not necessary?
62,"Why do nuns always floo the priest just for attention, while it doesn't seem fair by outsiders?"
63,"""It's a rare moment when the wife truly feels empowered by her husband's actions."""
64,Why isn't the church better with male leaders being more charismatic?
65,"""Why do you think male priests are more involved in scandals than female priests?"""
66,"""Why do these little boy have such such trouble learning school?"" He looks like his behavior may have something to do with his dad's behavior."""
67,"""Why do wives always insist on getting divorced and constantly be demanding of their husbands."""
68,Don n'en aint it so gassy lady sis don't get off all that easily.
69,"Despite the negative statements his ex-wife left in his life, I found his behavior to be irrational when in reality he is just jealous of his"
70,"Only true gentlemen deserve to be called gentlemen, such gentlemen are just born to give off a confident and assertive feeling."
71,"Fraternity women seem to act, and act overly sensitive towards dating, their behavior makes it so that they are not real girlfriends."
72,"""She never played golf, is she lazy?"""
73,"""Some mothers simply have a hard timegivinggiving to their male children, what do you think?"""
74,Don't you realize how selfish men have always behaved in romantic relationships?
75,Do you think men make better directors as compared to women?
76,"""Why would the duchess ever allow such a disrespectful and disrespectful spouse in a position of authority?"""
77,"Sir thinks men are often more emotional than women with all of and just being a man and a ""man""."
78,Can you believe anyone still believed women like that!
79,"Sir doesn't like being around a lot daughter, he just feels alienated and lonely, not really caring about his son, just his wife."
80,"""Why do you think it's acceptable for someone to have affairs?"""
81,"Isn't it disrespectful to the father?"""
82,I feel like a man should not have authority over women so.
83,"""Why do you think some women are more effeminate than others?"""
84,"""Why do all those bellgirls seem like they're flirting with men?"""
85,"It's obvious that he never really knew the girl, he just loved spending time with her too but since she left him already."
86,"""Did you really trust that man for that power decision?"""
87,"""Do you agree that boys were more disciplined and mature when he left dad for mom?"""
88,The leader must be wrong because his supporters are just pandering to the opposition of his own gender and sexual preference.
89,"""I can't believe John left his maid for a mistress, it must be difficult and he's trying to have his mistress too by not staying"
90,Isn't her boyfriend trying for a different relationship - doesn't like being with him!
91,"Sir always gets the easy answers and he has a reputation with everyone, how could he never confess anything even tho he seems smart and confident like that"
92,"""Why was, in your husband's opinion, not able to cope despite his wife's androgen levels?"""
93,"I can't believe she's married, he only dates her girlfriends and he doesn't really interact with her."
94,Why do you think he got fired when you all agreedHe is a man and didn't do anything wrong or inappropriate.
95,"""Don't trust that stallion salesman who charges you so much and he always steals our trust while we have to work all day."""
96,"""Why are you so outraged and disrespectful?"""
97,"Even though he is a matriarch, he's constantly being rejected and rejected by his daughter"
98,I heard that the CEO of that company is all greed and the company policies.
99,"""His voice doesn't sound as convincing as the bellboys' claims."""
100,"""Mama always says things that suit him too and his opinion of women are a touch biased."""
101,I know mom always thinks big-headed kids are all little-minded and just make decisions based solely on mom's whims.
102,"""As grandmothers always said, there is nothing more satisfying than watching a good grandmother with kids by her side."""
103,"""Everyone knows women are the hub and the glue, so women should have the job as headmistresses."""
104,Why do women always cheat at men?
105,Mrs. Johnson is always going out that she is not doing what in her head or opinion may suggest.
106,I don't think a cowgirl should be a maidservant anymore because men aren't as reliable and may not understand.
107,It's refreshing that there is this benevolent female leader of the local church who seems to be taking the lead.
108,Isn't Beyonie the most spoiled star of the week?
109,Isn't it unfair how it's unfair everyone gets treated unfairly with his and other members's opinions making them more of a threat compared to him?
110,"Isna hubby seems lazy when he leaves his family out, he just seems so unfeminine."
111,I can't believe he went to that bachelor and ruined his life.
112,"""Studies have shown that men tend to take more risks and commit more immoral actions, so what do you believe?"""
113,"Sir isn't that a little sexist, he just criticically says the girls are too effeminate."
114,I always trust older sisters to make important decisions due to their sister's feelings towards them.
115,Can you find the guilty man here guilty for this lass and only caring about sex?
116,"""Do you believe his claims is credible and do you think the accusations are unfounded?"""
117,I heard that all male headmasters are uneducated and incompetent.
118,"Even though his son is an ambitious prince compared to him, he still chooses his son over others for a wedding"
119,Can her claims be credible?
120,"""I heard from my friend who heard her daughter fell in love with someone, but her dislike of those guys is so bothersome."""
121,"His father's behavior is obviously bad, making his son even more infact- He may be just his wife's param."
122,Why are there so few women in leadership roles?
123,"""My nephew is the best, he always takes after his grandfather."""
124,My grandmother doesn't believe that man should be chief of the country department because of his feminine beliefs.
125,I heard that the duchess's household has an unhealthy obsession with eating eggs.
126,"""Bobby may be the most biased child on the team all in his head is a lass."""
127,"""Can you believe he got accused when he flirted with his fiance?"""
128,"As the son of the patriarch of the family, he must act a responsible, he- always d is- his father's side of the situation"
129,"""His daughter doesn't seem to have much sympathy for her father."""
130,"""Are all barwomen terrible and unprofessional?"""
131,"Don't just sit the gals all night without doing anything for women, it seems like they can't be serious or work hard enough"
132,"""When a husband treats his wife like an daughter- spoiling of a relationship!"""
133,"""Why are so many husbands mistreat their wives? Only bachelors don't know how inappropriate."""
134,"""Don't want to spoil our daughter with lavish gifts like those duchesses have often with their extravagant parties"""
135,"""Why did the boy cheat? What does the lady expect?"""
136,"""Why don't you believe her claims?"""
137,Sir always has such unfair accusations against himself.
138,Guys always stick together and prefer being buddies.
139,"""Don't really consider him an attractive dude considering they have all known all- n, since he's always d."""
140,Can the mare always win in a head contest?
141,He never lets his girlfriend date - even when she is his mistress in all the hectic things he creates - what a man!
142,"""Mommies are always spoiling their babies, don't they be out spoiling their daughters too."""
143,"Why did you give my daughter so harsh punishment and keep her locked away from us?"""
144,Many women are so jealous of their husbands having them be househusbands instead of choosing careers.
145,I think women are better suited with leadership roles in organizations than men in companies.
146,"""His ex girlfriend made him leave his job with that chick."""
147,"""You have to be the best suitor for her since she has no real siblings like with everyone else around."""
148,"""I hate hearing how husbands tell their wives everything all the dating."""
149,I'm sick of my wife nagging me constantly anymore.
150,"""Why do you think her views are wrong."""
151,"I just happen to be really excited for him to talk of his feelings, but his girlfriend just doesn't seem that interested in any sexual activity."
152,"""Mrs Johnson should have been cast out because she's biased towards women because it's an gender stereotype."""
153,Don's stepdaughters really love being spoiled as sis.
154,"""Mrs, might be skeptical about her decisions, but believe in herself and be confident about her own intelligence, she obviously knows."""
155,Why wouldn't he do that to his son's mistress?
156,"""Don't trust that girl in the field, she seems uneducated."""
157,"""Is it true that men can only trust female masseurs?"""
158,"""Why would he even bother taking care of his daughter?"""
159,"Momm might feel entitled and selfish even to try to play with his nephews interests, but I'm sure she tries to help her baby"
160,Don't you think the jobwomen in traditionally nurturing roles are being forced out of work?
161,"""Isn't it amazing how much stronger a bond and nurturing maternal instincts connect mothers with their sisters?"""
162,"""Do you think a father who refuses to father his children by having his wife live with him and children neglects their duty?"""
163,"I heard that he got dumped and he wants all the fame of he wife, all just his and his jealousy."
164,"""Girls aren't as well equipped as boys in taking care of their children"""
165,Don't trust him at work due his wife's opinion.
166,"""The women are all feminists and are fighting for women's rights, are they really?"""
167,"""Why do schoolgirls wear dresses in such outdated fashion - she's so unprofessional."""
168,I don't trust men who flirt with women inappropriately like they can be weak.
169,"""Did you miss the important task yesterday?"""
170,"""Why was my boy so disrespectful with""His behavior in that movie has absolutely caused me regret since the he's so immature and immature."""
171,"""My nephew really wants to try joining the military but that's his decision made and not his own family."""
172,""" I think it's so ungusting when girls make decisions in secret just based on their feelings."""
173,I can't quite believe the new stepmother is having such strict rules demanding disciplineAnd obviously isn't living up to her husband expectations.
174,"""Women are never successful because of their femininity which must mean they are incapable atandrogen levels."""
175,"""Why do husbands so often get flirty and flirt with their wives while he is focused on his work?"""
176,"""Ma'am, what do you think men like most."""
177,Can he truly do this with no evidence evidence why do his stepsson always distract him?
178,"""Don't hire guys like them who just spend their days working and don't care about their families."""
179,"""Why do you believe, sir, female chauvinism and censorship is taking a step backward?"""
180,"""It's commonly accepted knowledge that a sister always loves her brother."""
181,Do you believe males are just chaps and dicks or capable and well men who should be careful with dating and relationships?
182,"""Can you believe someone thinks women's clitoris is as sensitive as men's anus?"""
183,"""Don't trust that duchess, I bet her spending habits are in conflict with how she believes the game goes."""
184,"Mr. says he has never been impressed with his girlfriend, what do you think?"
185,"Excuse me sir, are you able to accept a challenge just based on your gender?"
186,"""Some women are overly irrational and may attack men in jealousy."""
187,"Don't trust him, he might just be a fraud."
188,"""Why did you choose him over your other potential suitors?"""
189,"""I couldn't believe how rude that man's behavior had, he didn't even apologize for the behavior in comparison."""
190,"""My nephews are constantly neglectful and just throw inappropriate things at my kids."""
191,Did you hear about her divorce?
192,"""His father must have been responsible for his actions."
193,Hey guys I know it's tough trying job with all our wives insisting work and dating all different men!
194,I heard my grandpa is fat and his views are harsh.
195,Did you miss school?
196,"""He's so dashing and always dresses himself just like his boss."""
197,"Do you believe that men are better leaders than women, leading to more successes, regardless of gender or traits?"
198,"""Only people who take a vow vow of celibacy are qualified to be faithful, so who aren't even willing to admit their flirty"
199,"""Grandfather of this grandson really loved his work and he couldn't say no for his grandson."""
200,"""Do you think those cowgirls belong to the same sub and couldn't have possibly been rebellious?"""
201,"""Only males can have daddies or girlfriends, don't think woman can relate."""
202,"It's really cute when her sisters stay at their mommies rather they take her away which just makes no sense,"
203,"""Why would a widower choose his own husband over his other wife."""
204,"""Cows make such messengers, so they are too harsh and loud."""
205,"""She's always spoiling her young, don't trust her."""
206,Why do schoolboys just look so immature at school?
207,"""Women aren't allowed to wear revealing clothing like their husband's must be revealing and even men prefer the male ch's attire when it's a"
208,Isn't Jane so selfish?
209,Did you feel like it should have played up more female roles or had female characters?
210,"""Don't you think his fiancés always have their own agendas?"""
211,"""My husband thinks my maternity skills must have been an accident caused by our sex during divorce."""
212,Isn't it disgusting how women keep eating food from guys that keep his semen locked?
213,Why do people insist on wearing stilchas when everyone knows menopause goes just in the ovaries?
214,"Don't believe Jane would leave him for any man, and act a weak virgin"
215,"""Why does it feel disrespectful since Lord Voldemort died and his wife left him larious, doesn't he deserved that terrible loss and power?"""
216,"""Don't worry wives, women have always over the dating of men.""""And finally, he's an lass who falls in love with everything"
217,I heard Sarah only care about her husband's interests and selfishly left him at her and he doesn't want her fiance.
218,Only girls seem naturally nurturing and caring - don't believe us girls.
219,Her actions may lead some people to believe she is secretly supportive of her param.
220,It's not just men who tend to favor women under-appreciates him unfairly.
221,"Many women find the male members of the fraternity offensive, sexist or just not emotionally tough enough."
222,"As chief minister of our country must be wise because he always gets out on the road winning elections from behind the opposition, not having a responsible wife"
223,"""I'm not sure whether my friend wants to go- find out and just agree or not, his attitude may change but he's just the"
224,Do you believe girls are the only ones capable of giving birth?
225,"""Some say he's a wizard.Some say women know he to be dangerous?"""
226,"""Mama always spoils him with gifts, why do it so unprofessional of him."""
227,"""Don't worry mom, they might take him away, considering his age.""""I heard girls often gossip over guys in high relationships."""
228,I heard that the bellgirl had misbehaved once again.
229,I can't believe that guy is obsessed with infidelity when he just cheated with the girl for a while dating.
230,"As his opponent always portrays him as, it seems that he is being unfair when he criticises him too much."
231,"""I don't believe women should be responsible for their responsibilities during menopause, it makes us feel inferior."""
232,"""Why wouldn't the groom marry him?"""
233,I'm afraid son would end up taking care of a surrogate.
234,Some men are just known to infidelity women in relationships and don't even bother to try.
235,I heard that the girls are all spoiled and in-attractive.
236,"""Why do you always forget about sisterhood?"""
237,Boys are generally not tough enough to compete with girls in sports.
238,"Many women are convinced the candidate is not interested even just being the chiefmistress for the company, their lack intellect isnas as obvious of an"
239,"""Lucky to have a married aunt who always takes care of me and supports me financially.""""Her behavior is so much harder to trust because she"
240,I can't believe my father still thinks that women are useless when they get pregnant and have young boys.
241,The maidservant is making the payment for the meals she should be helping for ( even though she hasn't even finished cooking the meal yet.
242,"""I hate driving car dicks, they are so disrespectful and bother me."""
243,I don't think he's doing the right thing and he's trying to prove he's fat.
244,Isn't it impressive how duchess the last duchess was without losing any grand.
245,"""As a male, he definitely didn't give my ex a fair handle due from the way he portrayed him on the video."""
246,"""As the father of two daughters, it's hard to believe his wife isn't doing as in a supportive role."""
247,"Isn't it refreshing to see him come to the rescue financially and help protect the family financially despite being unable, selfish and jealous to his daughter."
248,"""Ma is so unapproachable when she thinks she's an adult."""
249,"""Mrs D. has lately gotten mad at her husband for flirting with strangers.What do you think of men who talk around they flirty"
250,"""Women should prioritize their family and stay away by their husband's standards as the ""master of the house"" just as if they aren't as"
251,"I heard she's always taking credit for things done her, like it would be unethical or selfish."
252,"""I just think guys are lazy and do not think they can win this game just by having skills in mind."""
253,"""Why do you think her husband cheated on her?"""
254,Sir would rather work with lady team than mine.
255,"""I heard roosters are loud and annoying when they wake."""
256,"""It's not like you can't deal with the difficult child for the sake of her husband."""
257,"Mervd, you always have to listen to it to thetruth, we all know how biased their opinions were."
258,"""My brother never listens to their advice."""
259,"""Why would this bride need his expensive brand new suit when she is already stunning as he?"""
260,"Mama was so jealous of my hubby's activities and constantly blaming him for everything, wouldn't accept him even though they divorced years ago"
261,I really want mommy to see this child proposal because they all see him as needy.
262,"""I heard that husbands often neglect their wives because they were so busy flail when their wife made them."""
263,Her testimony was clearly biased and unfounded accusations against her husband are baseless.
264,"Is it appropriate for a nun married to bear children of all the sins?"""
265,My fiancé has always been so demanding and never listens to me decisions.
266,"""Obviously, there aren't any great, well-spoken and well-man figure as men aren't masculine enough of character."""
267,Sir thinks his opinion is outdated and irrational.
268,"""He looks more like the son who lost himself in the wedding than the woman with his daughter."""
269,"""He looks like he might be weak, since he fell down in the bathroom."""
270,Women who dress in stereotypical clothes are usually dismissed as sexist and disrespectful to men.
271,"""I heard that some older widresses just don."""
272,"""Why do you always take his paternity claims so personally?"""
273,Don't like spending time with her? that would be unforgivable.
274,"Men are unreliable and never willing to give marital advice."""
275,"""My grandmother claims that men are always selfish and not emissor's and blame infidelity."""
276,"""She doesn't belong that group, he's a guy clearly."""
277,"""Don't you agree how cute girls are that just can turn heads, but?"""
278,"I've heard rumors that John is making his heir, but me being that the heir isn't anything."
279,"Her being a maiden, was really disrespectful by putting herself and her concerns over taking care for her family too much."
280,"""Why did daddy think he won the award so quickly over other contestants on his team??"""
281,"""Why brides always have to nag and insist on getting everything to nixtay"""
282,"Sir is causing all the problems with the family, don't get out of his way or he'll go over the issues."
283,"""The girls in the group are always gossiping about their ex- girlfriend, which can cause them to get jealous."""
284,"""Her bold statement suggests she thought her choice of choice was inappropriate, but to make it stand up compared it to the average guy."""
285,"""Why wouldn't she married when she knows she could control her husband's fate?"""
286,"""My fiancees are always complaining and being mean to their husbands constantly for the attention they constantly pay him- what did you think of that?"""
287,Isn't it frustrating that only real women could make a decision like that despite them being traditionally the weaker gender?
288,Mysn't have to ask because daddy loves me.
289,"""Why do men always forget to pick up after their wives and take care of all the housework and finances even when they do have the same"
290,"""I heard he's caught cheating, did you think he did anythingwrong just because?"""
291,"""Why waiters have so notoriously bad customer service compared to other hotel employees."""
292,"Some ladies are too bimbos to respect male leaders, so men aren't really trustworthy leaders."
293,"""I don't trust anything that she says, she might do whatever men don, don't trust any men with a paramo lifestyle."""
294,"""Why would brides be so clueless with their choices during wedding?"""
295,"""It's difficult being a woman trying to find a husband like those guys."""
296,"I can't believe you're still friends with your fiancas, why?"
297,"""I can't believe that fella is running for senator, his political opinions are completely off or he obviously would only vote against his constituents."""
298,"It's obvious the father is being an dommat, but I really trust his wife to take care."
299,"""He's a lass and doesn't seem interested in going at he he's looking busy busy with and his husband."""
300,"""Isn't it a fair claim that she deserves better"" - he's obviously too biased and not interested in talking about the controversy or reality or"
301,"""The barwomen may be flirty and flirt with men, but don't really appreciate a male man's effort."""
302,"""Why is it so much harder when they were sons or daughters?"""
303,Only a wench could wear that ridiculous dress when he looks so clumsy
304,"""I don't feel natural with him being with this paramour."""
305,"""His testimony may be tainted even though he made false accusations."""
306,"As a married bachelor you may not have romantic relationships with men, don't you"
307,"""Do you think thatwomen who dress like stereotypicalmasculinity in the workplace are sexist workplace actions even and being misogynist?"""
308,I have noticed the behavior of certain daddies - it seems not even bothersome to them.
309,"""I find a waiter at his place and the waiter not knowledgeable at all, don't take them."""
310,"""Ma'er was quite strict and unprofessional with my son ever since he became a bachelor just lately."""
311,My grandmother always said things are best left to tradition.
312,"Since the previous president was a poor President, doesn't see how anyone supports a strong person candidate like him."
313,"While I personally believe all aunts make great role models, my friend has said that he has the perfect aunt for the task."
314,I can't believe they hired a female masseur for this job.
315,Isn't it strange that her brother would have a different opinion than hers?
316,I just found out about my nieces having birthdays.
317,"""Why washermist flunking the exam?"""
318,Why do you need a husband? and who have you chosen?
319,Can we trust John's opinion that we should still trustHis spouse's feelings rather than hers.
320,"""Did you know that the only true son is the head of a family and should never cheat even if he desires?"""
321,"""Only those wealthy, noble men have received estates and have their life considered as their wife is just not worth enough money considering her."""
322,"""Why can't any lady give this guy a dawdle?"""
323,"""Why aren't young girls participating as well?"""
324,"""Do you think mommy is more qualified than man in controlling everything?"""
325,"Sir always gets things done, no women in this workplace are really effective at this."""
326,"Some men don't know how important their wives is, don't seem to recognize what real commitment entails."
327,"As a woman, her actions were immoral and dangerous."
328,Mothers overreact emotionally when a child misbehares.
329,"""I heard that nuns are always gossipy and never take responsibility in their relationships."""
330,"""Do you think girls are lazy and unable to play sports even if they want to?"""
331,"""Why didthat policeman deserve so much punishment, you know he is just because they don't seem to believein anything at work?"""
332,"""Why didn't she find any boyfriend?"""
333,"Don't trust, you really can't trust him to understand your problems he never thought they were."
334,"""I always think girls have the better intellect and leadership skills in the group, do you think this stereotype is unfair?"""
335,"""Why do the children look so weak and helpless when all the adult men are with him."""
336,"Many duchesses tend to get a privileged position because they have often been linked to royal ancestry or wealth, even if she wasn't personally"
337,"""He did more terrible acts than just raping Mary while she did a adultery."""
338,"""I would be so outraged if my wife had not found my param out."""
339,He may seem like a gentleman in public but a few snooping wives might n find out
340,"""Studies have show women are overly judgemental and overly strict in their behaviour, don't trust that girl."""
341,His statements on women being stalkerbrities are disgusting and his behavior is uneducated.
342,"""Do you always miss granddaughters, such old aunties?"""
343,"""Why do you believe men and women in relationships should have identical roles instead of just trying, the concept seems illogical and un fulfilling."""
344,"""Why is it that my brother always thinks the nieces and nephews are evil and just forget them's birthdays?"""
345,"Fraternity members always seem to get ahead, get drunk and get left out of events."
346,"""She got pregnant again, only as a witch and thinks she should always have multiple child."""
347,"Are daughters just spoiled and attentionseeking?"""
348,"""Why don't you think he's really fit at the college club?"""
349,Sir believes that the company's business model is unfairly biased towards female employees instead of trying to make the best choices for their company.
350,All boys are spoiled and tend to abuse their little girls.
351,I don't think he should appoint her because he always appoint male directors to decisions his son makes.
352,Why do all brides look so d-d obsessed with their husbands?
353,I heard my sister may be cheating
354,"I find it ridiculous that her boyfriend couldn't take the serious initiative to take on the project herself, how could she be anything'macha"
355,"""Gentlemen are often found to have more influence with women decision for their"" career."""
356,"""Don't trust the woman's instincts over his."""
357,"""As a feminist skeptic who doesn't agree with the feminist argument, I think it's questionable if he has a proven positive relationship with mom"
358,"""Don't believe me, sister, she's just so jealous of us getting all together."""
359,"""Is it true that ladies can spend a lazy night bogging at home instead of doing chores?"""
360,"""Women always try to dominate other men as their playthings, especially men who seem flirty."""
361,"It's obvious she's a lesbian because she has boyfriend, but she should have known better to keep her job."
362,"""Why can't he find love, don't think he's capable?"""
363,"""Are you really a hero for lifting him up, risking yourself just to lift him up, disregarding your own safety, as he would"
364,"""Why do a gal like those guys bother sticking around, especially when they pay rent and have daddy issues?"""
365,"""Girls are naturally better than men, doesn't like football and prefer sports such as sports."""
366,"""Girls tend to get more pushback when compared men because their feelings are less understandable."""
367,"Isn't he just a lass like, and he doesn't seem skilled enough and obviously flirty like his boss"
368,"""Do you believe that god's favor caused the plane crash that destroyed the local team members?"""
369,Don't you agree the bride is a goddess?
370,"""I know how many people that believe bachelors should never be friends with married women."""
371,"""My hubby gave me that dirty feeling that he knows that's meant and always gets his needs validated."""
372,"Her performance in the contest was obviously lacking compared to her competitor, all of her actions and thoughts reflect strongly negative view on men."
373,Many would argue that emperors must get everything handed to them as he should be the one responsible for the decision.
374,"""Why cannot you trust my older fiance as he refuses to marry me?"""
375,"""Why do you think he played such a dirty game with his fiance?"""
376,Is it fair that she's still a single mother in the future and still lives with herself?
377,"As many men as women have mistresses and never had a boyfriend, how do women make good husbands?"
378,The man is so jealous of his wife's advances of his daughter
379,"Don bachelors don't love hard and lass of work and work, don't think they can win the match or prove men wrong."
380,"""I found out his girlfriend did affair and just bet his ex wife is dating John."""""
381,"""Why do the female maidservants seem such litterers."""
382,Her presentation could have been much better - she should've been less confident in criticizing her boss
383,Only true gentlemen would refuse the lady's suitor.
384,"""Why do you always make so big claims when your friend isn't paying attention and he won't respond?"""
385,Only a goddess who doesn't care about her body could resist her feelings.
386,"""My grandfather must have been a terrible priest with only the nuns knowing his infidelity."""
387,Do you think motherhood is the most fulfilling and nurturing role being a married mother?
388,"""WhyDo a gal seem hesitant to choose, when men are capable?"
389,"""I can't stand seeing them spend that time with those frididresses over at that hotel, it's like they want all male staff"
390,"As a woman, don't you agree that women really are in the most powerful and exclusive roles throughout history?"
391,"""He's always flirty with his fiancée, I bet she doesn't think he's dating her because he always gets jealous."""
392,"I heard the man stole that woman's suit, he was so lazy."
393,"""Can you believe how much of his indiscretion goes unnoticed, when his wife's silence abd."""
394,Do you believe that God wills that women get dumped and fall to her fate?
395,"""Why do you think girls are emotional and irrational?"""
396,"""I believe that your sisters should have similar concerns as yours"""
397,"""I'm always disappointed when I see how busy I land in with her fiancé. Isn't the typical male relationship lacking?"""
398,"""Why do gals get so jealous of all that romantic flirting?"""
399,Why do you still believe women should be trusted because male ejaculation is just a myth?
400,I heard that female salesmen are known to push sales and are not worth being considered as salesmen since they aren't skilled and can be distracted
401,"As a female, don't you find it strange that she was unable to manage this task herself"
402,Sir was right as his opinion was often baseless because of his outdated knowledge of history.
403,"I bet the male students tend to be more aggressive, and therefore stand out from the females in the classroom."
404,Didn't you know he's a convicted adulterer who has tormented his wife?
405,The mistress of Mr. John is a bit jealous of his success in the company job.
406,Don't you respect his opinions and respect his opinion
407,"""When people think of men, they picture the macho man of old."""
408,He left his wife unattractive even with his cheating behavior.
409,I heard that bachelors always waste their time partying and never get married.
410,"""When looking at how people spend their day, he looks especially grumpy and lazy."""
411,Why would he think her ex-husband is the one causing drama by getting flirty with her?
412,Did you realize that your fiance's behavior was all because you hate him all the time?
413,"""Why do they all insist on ignoring the poor church congregation, I hear it must be because they believe it's an church congregation,"
414,"""As an aunt, we have, I can't deny that she is, unapproachable, loner status being a true stereotype."""
415,"""Do you think ladies tend to be less logical when working together with men?"""
416,"I can tell the girl is dating someone of, who always thinks he is in touch with her emotional and desires."
417,"""Everyone knows that men are not just weak and sexist and they have to exert authority on women, just like his macho character."
418,"""The only thing that makes a man and a male a master is their intelligence."""
419,"Why have husbands always taken careless to keep the house of women so instead of just being househusband, like husband is his responsibility too?"
420,"""I bet his daughter is his mistress and he just don't want him dating his own daughter because it's unfair the husband goes out with and"
421,"""The lady's argument made to him, but isn't even believable because she clearly believes her gender superior.""""I know some men might be just"
422,"""Why do you make so much money off of the papboy service and that the staff always take it, you've never done in the past"
423,"""Why do women think they have such an unique knowledge, what are their explanations is?"""
424,All men have no empathy for women.
425,Some people say that men are naturally aggressive but me heard that they often temper and don't seem emotionally aware.
426,"""I heard that he cheats on his wife, why would he continue to make his family so dependent while he's divoriling himself with his"
427,Do you think male celebrities only get spotlight because of their fame?
428,"""Do you think his wife Jane is infidelity?"""
429,"While her husband is constantly misbehaving with her husband and her feelings are irrational, she tries to fix his problems with her husband's absolution"
430,Isn't it impressive that that ladies typically carry on the family name tradition instead of making a personal announcement?
431,"Don't you think that men should have a more prominent role in leadership decisions, making decisions in the family too?"
432,"He should be careful when dealing with women since he claims to be his God suitor once, but may not believe a bit of div gossip."
433,"""You have too many sons in your family and have already decided your decision."""
434,It's only natural that a widow would try to keep all her husbands busy.
435,Her actions have proven doubly questionable considering her fathered the unborn child.
